"","Enter_Participant_ID","date","psychopyVersion","item","clicks","objects","target_pos","probe_obj","probe_p1","probe_p2","probe_p3","probe_p4","probe_p5","probe_p6","probe_p7","test_p1","test_p2","test_p3","test_p4","test_p5","test_p6","test_p7","test_p8","test_p9","test_p10","test_p11","test_p12","test_p13","test_p14","test_p15","test_p16","test_p17","test_p18","test_p19","test_p20","corr_p1","corr_p2","corr_p3","corr_p4","corr_p5","corr_p6","corr_p7","corr_p8","corr_p9","corr_p10","corr_p11","corr_p12","corr_p13","corr_p14","corr_p15","corr_p16","corr_p17","corr_p18","corr_p19","corr_p20","P1T_rectangle","P2T_rectangle","P3T_rectangle","P4T_rectangle","P5T_rectangle","P6T_rectangle","P7T_rectangle","P8T_rectangle","P9T_rectangle","P10T_rectangle","P11T_rectangle","P12T_rectangle","P13T_rectangle","P14T_rectangle","P15T_rectangle","P16T_rectangle","P17T_rectangle","P18T_rectangle","P19T_rectangle","P20T_rectangle","presented","start","end","rt","accuracy","totaltime"
"28","T9999","2024-01-09_10h25.41.851","2022.2.5","item_20","3",5,"1,4,5","p1_p5_p8","colored PNG/PICTURE_358.png","None","None","colored PNG/PICTURE_23.png","colored PNG/PICTURE_448.png","None","None","colored PNG/PICTURE_23.png","None","None","colored PNG/PICTURE_90.png","colored PNG/PICTURE_358.png","None","None","colored PNG/PICTURE_448.png","colored PNG/PICTURE_91.png","None","None","None","None","None","None","None","None","None","None","None",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,179.018795083044,184.172247875016,5.15345279197209,1,362.219434917031
"29","T9999","2024-01-09_10h25.41.851","2022.2.5","item_21","3",5,"1,4,5","p1_p8_p9","colored PNG/PICTURE_91.png","None","None","colored PNG/PICTURE_358.png","colored PNG/PICTURE_1.png","None","None","colored PNG/PICTURE_1.png","None","None","colored PNG/PICTURE_430.png","colored PNG/PICTURE_448.png","None","None","colored PNG/PICTURE_358.png","colored PNG/PICTURE_91.png","None","None","None","None","None","None","None","None","None","None","None",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,189.997468625021,196.984949917009,6.98748129198793,1,362.219434917031
"30","T9999","2024-01-09_10h25.41.851","2022.2.5","item_22","3",6,"1,4,5","p3_p6_p11","colored PNG/PICTURE_91.png","None","None","colored PNG/PICTURE_100.png","colored PNG/PICTURE_23.png","None","None","None","colored PNG/PICTURE_430.png","colored PNG/PICTURE_100.png","None","None","colored PNG/PICTURE_23.png","colored PNG/PICTURE_1.png","None","None","colored PNG/PICTURE_90.png","colored PNG/PICTURE_91.png","None","None","None","None","None","None","None","None","None",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,202.877042792039,207.819722292013,4.94267949997447,1,362.219434917031
"31","T9999","2024-01-09_10h25.41.851","2022.2.5","item_23","3",6,"1,4,5","p2_p10_p11","colored PNG/PICTURE_91.png","None","None","colored PNG/PICTURE_23.png","colored PNG/PICTURE_448.png","None","None","None","colored PNG/PICTURE_448.png","colored PNG/PICTURE_100.png","None","None","colored PNG/PICTURE_430.png","colored PNG/PICTURE_90.png","None","None","colored PNG/PICTURE_91.png","colored PNG/PICTURE_23.png","None","None","None","None","None","None","None","None","None",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,213.736692250008,221.878532208037,8.14183995802887,1,362.219434917031
"32","T9999","2024-01-09_10h25.41.851","2022.2.5","item_24","3",6,"1,4,5","p2_p6_p7","colored PNG/PICTURE_90.png","None","None","colored PNG/PICTURE_100.png","colored PNG/PICTURE_1.png","None","None","None","colored PNG/PICTURE_1.png","colored PNG/PICTURE_358.png","None","None","colored PNG/PICTURE_100.png","colored PNG/PICTURE_90.png","None","None","colored PNG/PICTURE_23.png","colored PNG/PICTURE_91.png","None","None","None","None","None","None","None","None","None",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,227.822613417055,231.551519167027,3.72890574997291,1,362.219434917031
"33","T9999","2024-01-09_10h25.41.851","2022.2.5","item_25","3",6,"1,4,5","p2_p6_p10","colored PNG/PICTURE_358.png","None","None","colored PNG/PICTURE_23.png","colored PNG/PICTURE_448.png","None","None","None","colored PNG/PICTURE_358.png","colored PNG/PICTURE_1.png","None","None","colored PNG/PICTURE_23.png","colored PNG/PICTURE_430.png","None","None","colored PNG/PICTURE_448.png","colored PNG/PICTURE_100.png","None","None","None","None","None","None","None","None","None",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,237.442719417042,241.506156917021,4.06343749997905,1,362.219434917031
"34","T9999","2024-01-09_10h25.41.851","2022.2.5","item_26","3",6,"1,4,5","p6_p7_p10","colored PNG/PICTURE_90.png","None","None","colored PNG/PICTURE_430.png","colored PNG/PICTURE_448.png","None","None","None","colored PNG/PICTURE_358.png","colored PNG/PICTURE_91.png","None","None","colored PNG/PICTURE_430.png","colored PNG/PICTURE_90.png","None","None","colored PNG/PICTURE_448.png","colored PNG/PICTURE_1.png","None","None","None","None","None","None","None","None","None",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,249.050212083035,253.429079958005,4.37886787496973,1,362.219434917031
"35","T9999","2024-01-09_10h25.41.851","2022.2.5","item_27","3",8,"1,4,5","p3_p7_p15","colored PNG/PICTURE_91.png","None","None","colored PNG/PICTURE_358.png","colored PNG/PICTURE_430.png","None","None","None","colored PNG/PICTURE_23.png","colored PNG/PICTURE_430.png","None","None","colored PNG/PICTURE_448.png","colored PNG/PICTURE_358.png","None","None","None","None","colored PNG/PICTURE_1.png","colored PNG/PICTURE_90.png","colored PNG/PICTURE_100.png","colored PNG/PICTURE_91.png","None","None","None","None","None",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,259.589433750021,263.916875792027,4.32744204200571,1,362.219434917031
"36","T9999","2024-01-09_10h25.41.851","2022.2.5","item_28","3",8,"1,4,5","p7_p13_p14","colored PNG/PICTURE_90.png","None","None","colored PNG/PICTURE_100.png","colored PNG/PICTURE_1.png","None","None","None","colored PNG/PICTURE_358.png","colored PNG/PICTURE_448.png","None","None","colored PNG/PICTURE_430.png","colored PNG/PICTURE_100.png","None","None","None","None","colored PNG/PICTURE_23.png","colored PNG/PICTURE_1.png","colored PNG/PICTURE_90.png","colored PNG/PICTURE_91.png","None","None","None","None","None",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,269.878369000042,274.756307333009,4.87793833296746,1,362.219434917031
"37","T9999","2024-01-09_10h25.41.851","2022.2.5","item_29","4",6,"2,3,6,7","p6_p7_p10_p11","None","colored PNG/PICTURE_541.png","colored PNG/PICTURE_238.png","None","None","colored PNG/PICTURE_707.png","colored PNG/PICTURE_338.png","None","colored PNG/PICTURE_35.png","colored PNG/PICTURE_64.png","None","None","colored PNG/PICTURE_238.png","colored PNG/PICTURE_707.png","None","None","colored PNG/PICTURE_541.png","colored PNG/PICTURE_338.png","None","None","None","None","None","None","None","None","None",0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,0,1,NA,NA,1,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,280.758752833004,286.921128542046,6.16237570904195,0,362.219434917031
"38","T9999","2024-01-09_10h25.41.851","2022.2.5","item_30","4",6,"2,3,6,7","p2_p7_p10_p11","None","colored PNG/PICTURE_165.png","colored PNG/PICTURE_67.png","None","None","colored PNG/PICTURE_338.png","colored PNG/PICTURE_475.png","None","colored PNG/PICTURE_338.png","colored PNG/PICTURE_69.png","None","None","colored PNG/PICTURE_35.png","colored PNG/PICTURE_165.png","None","None","colored PNG/PICTURE_475.png","colored PNG/PICTURE_67.png","None","None","None","None","None","None","None","None","None",0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,293.003670417005,301.060918292031,8.0572478750255,1,362.219434917031
"39","T9999","2024-01-09_10h25.41.851","2022.2.5","item_31","4",8,"2,3,6,7","p2_p6_p12_p13","None","colored PNG/PICTURE_69.png","colored PNG/PICTURE_64.png","None","None","colored PNG/PICTURE_165.png","colored PNG/PICTURE_67.png","None","colored PNG/PICTURE_64.png","colored PNG/PICTURE_707.png","None","None","colored PNG/PICTURE_67.png","colored PNG/PICTURE_35.png","None","None","None","None","colored PNG/PICTURE_69.png","colored PNG/PICTURE_165.png","colored PNG/PICTURE_541.png","colored PNG/PICTURE_238.png","None","None","None","None","None",0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,307.167084625049,314.781172167044,7.6140875419951,1,362.219434917031
"40","T9999","2024-01-09_10h25.41.851","2022.2.5","item_32","4",8,"2,3,6,7","p7_p12_p14_p15","None","colored PNG/PICTURE_69.png","colored PNG/PICTURE_64.png","None","None","colored PNG/PICTURE_238.png","colored PNG/PICTURE_475.png","None","colored PNG/PICTURE_165.png","colored PNG/PICTURE_541.png","None","None","colored PNG/PICTURE_707.png","colored PNG/PICTURE_238.png","None","None","None","None","colored PNG/PICTURE_69.png","colored PNG/PICTURE_338.png","colored PNG/PICTURE_64.png","colored PNG/PICTURE_475.png","None","None","None","None","None",0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,320.76087662502,326.749208708003,5.98833208298311,1,362.219434917031
"41","T9999","2024-01-09_10h25.41.851","2022.2.5","item_33","4",10,"2,3,6,7","p1_p18_p19_p20","None","colored PNG/PICTURE_35.png","colored PNG/PICTURE_541.png","None","None","colored PNG/PICTURE_67.png","colored PNG/PICTURE_475.png","colored PNG/PICTURE_35.png","None","None","colored PNG/PICTURE_238.png","colored PNG/PICTURE_338.png","None","None","colored PNG/PICTURE_69.png","colored PNG/PICTURE_707.png","None","None","None","None","None","None","colored PNG/PICTURE_64.png","colored PNG/PICTURE_165.png","colored PNG/PICTURE_67.png","colored PNG/PICTURE_475.png","colored PNG/PICTURE_541.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,332.863426167052,346.185911833018,13.3224856659654,0,362.219434917031
"42","T9999","2024-01-09_10h25.41.851","2022.2.5","item_34","4",10,"2,3,6,7","p1_p9_p19_p20","None","colored PNG/PICTURE_69.png","colored PNG/PICTURE_64.png","None","None","colored PNG/PICTURE_35.png","colored PNG/PICTURE_707.png","colored PNG/PICTURE_707.png","None","None","colored PNG/PICTURE_338.png","colored PNG/PICTURE_165.png","None","None","colored PNG/PICTURE_475.png","colored PNG/PICTURE_64.png","None","None","None","None","None","None","colored PNG/PICTURE_541.png","colored PNG/PICTURE_67.png","colored PNG/PICTURE_238.png","colored PNG/PICTURE_35.png","colored PNG/PICTURE_69.png",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,355.024386500008,362.219434917031,7.19504841702292,1,362.219434917031
