downloaded,language,measure,uni_lemma,words,age,prop
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),16,0
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),17,0
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),18,0.05
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),19,0.05
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),20,0.04
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),21,0
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),22,0.12
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),23,0.15
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),24,0.1
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),25,0.27
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),26,0.17
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),27,0.52
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),28,0.48
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),29,0.39
2023-09-04,Croatian,produces,PUZZLE,slagalice (puzzle),30,0.43
2023-09-04,Danish,produces,PUZZLE,puslespil,16,0.02
2023-09-04,Danish,produces,PUZZLE,puslespil,17,0.02
2023-09-04,Danish,produces,PUZZLE,puslespil,18,0.04
2023-09-04,Danish,produces,PUZZLE,puslespil,19,0.04
2023-09-04,Danish,produces,PUZZLE,puslespil,20,0.12
2023-09-04,Danish,produces,PUZZLE,puslespil,21,0.12
2023-09-04,Danish,produces,PUZZLE,puslespil,22,0.26
2023-09-04,Danish,produces,PUZZLE,puslespil,23,0.28
2023-09-04,Danish,produces,PUZZLE,puslespil,24,0.45
2023-09-04,Danish,produces,PUZZLE,puslespil,25,0.51
2023-09-04,Danish,produces,PUZZLE,puslespil,26,0.59
2023-09-04,Danish,produces,PUZZLE,puslespil,27,0.66
2023-09-04,Danish,produces,PUZZLE,puslespil,28,0.68
2023-09-04,Danish,produces,PUZZLE,puslespil,29,0.76
2023-09-04,Danish,produces,PUZZLE,puslespil,30,0.76
2023-09-04,Danish,produces,PUZZLE,puslespil,31,0.85
2023-09-04,Danish,produces,PUZZLE,puslespil,32,0.87
2023-09-04,Danish,produces,PUZZLE,puslespil,33,0.89
2023-09-04,Danish,produces,PUZZLE,puslespil,34,0.92
2023-09-04,Danish,produces,PUZZLE,puslespil,35,0.91
2023-09-04,Danish,produces,PUZZLE,puslespil,36,0.94
2023-09-04,English (American),produces,PUZZLE,puzzle,16,0.03
2023-09-04,English (American),produces,PUZZLE,puzzle,17,0.05
2023-09-04,English (American),produces,PUZZLE,puzzle,18,0.09
2023-09-04,English (American),produces,PUZZLE,puzzle,19,0.18
2023-09-04,English (American),produces,PUZZLE,puzzle,20,0.2
2023-09-04,English (American),produces,PUZZLE,puzzle,21,0.25
2023-09-04,English (American),produces,PUZZLE,puzzle,22,0.3
2023-09-04,English (American),produces,PUZZLE,puzzle,23,0.4
2023-09-04,English (American),produces,PUZZLE,puzzle,24,0.48
2023-09-04,English (American),produces,PUZZLE,puzzle,25,0.6
2023-09-04,English (American),produces,PUZZLE,puzzle,26,0.6
2023-09-04,English (American),produces,PUZZLE,puzzle,27,0.64
2023-09-04,English (American),produces,PUZZLE,puzzle,28,0.82
2023-09-04,English (American),produces,PUZZLE,puzzle,29,0.69
2023-09-04,English (American),produces,PUZZLE,puzzle,30,0.75
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,16,0.04
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,17,0.06
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,18,0.09
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,19,0.13
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,20,0.27
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,21,0.39
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,22,0.26
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,23,0.42
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,24,0.47
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,25,0.51
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,26,0.64
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,27,0.76
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,28,0.8
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,29,0.81
2023-09-04,French (Quebecois),produces,PUZZLE,casse-tête,30,0.75
2023-09-04,German,produces,PUZZLE,Puzzle,18,0.06
2023-09-04,German,produces,PUZZLE,Puzzle,19,0.1
2023-09-04,German,produces,PUZZLE,Puzzle,20,0.12
2023-09-04,German,produces,PUZZLE,Puzzle,21,0.19
