list,item,probe_p1,probe_p2,probe_p3,probe_p4,test_p1,test_p2,test_p3,test_p4,test_p5,test_p6,clicks,corr_p1,corr_p2,corr_p3,corr_p4,corr_p5,corr_p6,objects,target_pos,positions,probe_obj,test_p7,test_p8,test_p9,corr_p7,corr_p8,corr_p9,probe_p5,probe_p6,probe_p7,test_p10,test_p11,test_p12,test_p13,test_p14,test_p15,test_p16,test_p17,test_p18,test_p19,test_p20,corr_p10,corr_p11,corr_p12,corr_p13,corr_p14,corr_p15,corr_p16,corr_p17,corr_p18,corr_p19,corr_p20,sum,mng_practice_loop.thisRepN,mng_practice_loop.thisTrialN,mng_practice_loop.thisN,mng_practice_loop.thisIndex,mng_practice.thisRepN,mng_practice.thisTrialN,mng_practice.thisN,mng_practice.thisIndex,mng_exptrials_t1.thisRepN,mng_exptrials_t1.thisTrialN,mng_exptrials_t1.thisN,mng_exptrials_t1.thisIndex,mng_practice2_loop.thisRepN,mng_practice2_loop.thisTrialN,mng_practice2_loop.thisN,mng_practice2_loop.thisIndex,mng_practice2.thisRepN,mng_practice2.thisTrialN,mng_practice2.thisN,mng_practice2.thisIndex,mng_exptrials_t2.thisRepN,mng_exptrials_t2.thisTrialN,mng_exptrials_t2.thisN,mng_exptrials_t2.thisIndex,mng_exptrials_t3.thisRepN,mng_exptrials_t3.thisTrialN,mng_exptrials_t3.thisN,mng_exptrials_t3.thisIndex,mng_exptrials_t4.thisRepN,mng_exptrials_t4.thisTrialN,mng_exptrials_t4.thisN,mng_exptrials_t4.thisIndex,text.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,text_5.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,blank_box.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,P1_sample.started,key_resp.started,P1_sample.stopped,key_resp.keys,start,mouse.started,P1T_rectangle.started,P2T_rectangle.started,P1T.started,P2T.started,finish.started,P1T_rectangle,end,rt,accuracy,presented,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,text_28.started,image.started,key_resp_6.keys,key_resp_14.started,text_24.started,key_resp_14.keys,key_resp_14.rt,P1_sample_2.started,key_resp_5.started,P1_sample_2.stopped,key_resp_5.keys,mouse_2.started,P2T_rectangle_1t.started,P3T_rectangle_1t.started,P1T_1t.started,P2T_1t.started,P3T_1t.started,P4T_1t.started,P5T_1t.started,P6T_1t.started,P7t_1t.started,P8t_1t.started,P9t_1t.started,finish_2.started,P3T_rectangle,accuracy_t1_o2,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.started,P1T_rectangle_1t_2.started,P4T_rectangle_1t_2.started,P5T_rectangle_1t_2.started,P1T_1t_2.started,P2T_1t_2.started,P3T_1t_2.started,P4T_1t_2.started,P5T_1t_2.started,P6T_1t_2.started,P7t_1t_2.started,P8t_1t_2.started,P9t_1t_2.started,finish_3.started,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_4.started,P2T_rectangle_1t_3.started,P3T_rectangle_1t_3.started,P6T_rectangle_1t_3.started,P7T_rectangle_1t_3.started,P1T_1t_3.started,P2T_1t_3.started,P3T_1t_3.started,P4T_1t_3.started,P5T_1t_3.started,P6T_1t_3.started,P7t_1t_3.started,P8t_1t_3.started,P9t_1t_3.started,finish_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,key_resp_5.stopped,P2T_rectangle,P4T_rectangle,accuracy_t1_o3,P5T_rectangle,accuracy_t1_o4,mouse_5.started,P1T_rectangle_1t_4.started,P4T_rectangle_1t_4.started,P5T_rectangle_1t_4.started,P8T_rectangle_1t_4.started,P9T_rectangle_1t_4.started,P1T_1t_4.started,P2T_1t_4.started,P3T_1t_4.started,P4T_1t_4.started,P5T_1t_4.started,P6T_1t_4.started,P7t_1t_4.started,P8t_1t_4.started,P9t_1t_4.started,finish_5.started,P9T_rectangle,accuracy_t1_o5,text_8.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,blank_box_3.started,key_resp_18.started,key_resp_18.keys,key_resp_18.rt,P2_sample2_2t.started,P3_sample2_2t.started,key_resp_11.started,P2_sample2_2t.stopped,P3_sample2_2t.stopped,key_resp_11.stopped,key_resp_11.keys,mouse_15.started,P2T_rectangle_2t_sample.started,P3T_rectangle_2t_sample.started,P6T_rectangle_2t_sample.started,P7T_rectangle_2t_sample.started,P1T_1t_14.started,P2T_1t_14.started,P3T_1t_14.started,P4T_1t_14.started,P5T_1t_14.started,P6T_1t_14.started,P7t_1t_14.started,finish_15.started,P6T_rectangle,mouse_15.x,mouse_15.y,mouse_15.leftButton,mouse_15.midButton,mouse_15.rightButton,mouse_15.time,mouse_15.clicked_name,text_3.started,image_2.started,key_resp_15.keys,key_resp_21.started,text_26.started,key_resp_21.keys,key_resp_21.rt,blank_box_2.started,key_resp_17.started,key_resp_17.keys,key_resp_17.rt,P2_sample_2t.started,P3_sample_2t.started,key_resp_8.started,P2_sample_2t.stopped,P3_sample_2t.stopped,key_resp_8.keys,mouse_18.started,P2T_rectangle_2t_4.started,P3T_rectangle_2t_4.started,P6T_rectangle_2t_4.started,P7T_rectangle_2t_4.started,P1T_1t_5.started,P2T_1t_5.started,P3T_1t_5.started,P4T_1t_5.started,P5T_1t_5.started,P6T_1t_5.started,P7t_1t_5.started,P8t_1t_5.started,P9t_1t_5.started,finish_6.started,accuracy_t2_o4,mouse_18.x,mouse_18.y,mouse_18.leftButton,mouse_18.midButton,mouse_18.rightButton,mouse_7.started,P1T_rectangle_2t_5.started,P4T_rectangle_2t_5.started,P5T_rectangle_2t_5.started,P8T_rectangle_2t_5.started,P9T_rectangle_2t_5.started,P1T_1t_6.started,P2T_1t_6.started,P3T_1t_6.started,P4T_1t_6.started,P5T_1t_6.started,P6T_1t_6.started,P7t_1t_6.started,P8t_1t_6.started,P9t_1t_6.started,finish_7.started,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,P7T_rectangle,P8T_rectangle,accuracy_t2_o5,mouse_8.started,P2T_rectangle_2t_6.started,P3T_rectangle_2t_6.started,P6T_rectangle_2t_6.started,P7T_rectangle_2t_6.started,P10T_rectangle_2t_6.started,P11T_rectangle_2t_6.started,P1T_1t_7.started,P2T_1t_7.started,P3T_1t_7.started,P4T_1t_7.started,P5T_1t_7.started,P6T_1t_7.started,P7t_1t_7.started,P8t_1t_7.started,P9t_1t_7.started,P10t_1t_7.started,P11_1t_7.started,finish_8.started,accuracy_t2_o6,P10T_rectangle,blank_box_4.started,key_resp_19.started,key_resp_19.keys,key_resp_19.rt,P1_sample_3t.started,P4_sample_3t.started,P5_sample_3t.started,key_resp_9.started,P1_sample_3t.stopped,P4_sample_3t.stopped,P5_sample_3t.stopped,key_resp_9.keys,mouse_9.started,P1T_rectangle_3t_5.started,P4T_rectangle_3t_5.started,P5T_rectangle_3t_5.started,P8T_rectangle_3t_5.started,P9T_rectangle_3t_5.started,P1T_1t_8.started,P2T_1t_8.started,P3T_1t_8.started,P4T_1t_8.started,P5T_1t_8.started,P6T_1t_8.started,P7t_1t_8.started,P8t_1t_8.started,P9t_1t_8.started,finish_9.started,accuracy_t3_o5,mouse_10.started,P2T_rectangle_3t_6.started,P3T_rectangle_3t_6.started,P6T_rectangle_3t_6.started,P7T_rectangle_3t_6.started,P10T_rectangle_3t_6.started,P11T_rectangle_3t_6.started,P1T_1t_9.started,P2T_1t_9.started,P3T_1t_9.started,P4T_1t_9.started,P5T_1t_9.started,P6T_1t_9.started,P7t_1t_9.started,P8t_1t_9.started,P9t_1t_9.started,P10t_1t.started,P11_1t.started,finish_10.started,mouse_11.started,P2T_rectangle_3t_8.started,P3T_rectangle_3t_8.started,P6T_rectangle_3t_8.started,P7T_rectangle_3t_8.started,P12T_rectangle_3t_8.started,P13T_rectangle_3t_8.started,P14T_rectangle_3t_8.started,P15T_rectangle_3t_8.started,P1T_1t_10.started,P2T_1t_10.started,P3T_1t_10.started,P4T_1t_10.started,P5T_1t_10.started,P6T_1t_10.started,P7t_1t_10.started,P8t_1t_10.started,P9t_1t_10.started,P10t_1t_8.started,P11_1t_8.started,P12_1t_8.started,P13_1t_8.started,P14_1t_8.started,P15_1t_8.started,finish_11.started,P11T_rectangle,accuracy_t3_o6,P15T_rectangle,accuracy_t3_o8,key_resp_9.stopped,P14T_rectangle,P13T_rectangle,blank_box_5.started,key_resp_20.started,key_resp_20.keys,key_resp_20.rt,P2_sample_4t.started,P3_sample_4t.started,P6_sample_4t.started,P7_sample_4t.started,key_resp_10.started,P2_sample_4t.stopped,P3_sample_4t.stopped,P6_sample_4t.stopped,P7_sample_4t.stopped,key_resp_10.keys,mouse_12.started,P2T_rectangle_4t_6.started,P3T_rectangle_4t_6.started,P6T_rectangle_4t_6.started,P7T_rectangle_4t_6.started,P10T_rectangle_4t_6.started,P11T_rectangle_4t_6.started,P1T_1t_11.started,P2T_1t_11.started,P3T_1t_11.started,P4T_1t_11.started,P5T_1t_11.started,P6T_1t_11.started,P7t_1t_11.started,P8t_1t_11.started,P9t_1t_11.started,P10t_1t_2.started,P11_1t_2.started,finish_12.started,accuracy_t4_o6,mouse_13.started,P2T_rectangle_4t_8.started,P3T_rectangle_4t_8.started,P6T_rectangle_4t_8.started,P7T_rectangle_4t_8.started,P12T_rectangle_4t_8.started,P13T_rectangle_4t_8.started,P14T_rectangle_4t_8.started,P15T_rectangle_4t_8.started,P1T_1t_12.started,P2T_1t_12.started,P3T_1t_12.started,P4T_1t_12.started,P5T_1t_12.started,P6T_1t_12.started,P7t_1t_12.started,P8t_1t_12.started,P9t_1t_12.started,P10t_1t_9.started,P11_1t_9.started,P12_1t.started,P13_1t.started,P14_1t.started,P15_1t.started,finish_13.started,mouse_14.started,P1T_rectangle_4t_10.started,P4T_rectangle_4t_10.started,P5T_rectangle_4t_10.started,P8T_rectangle_4t_10.started,P9T_rectangle_4t_10.started,P16T_rectangle_4t_10.started,P17T_rectangle_4t_10.started,P18T_rectangle_4t_10.started,P19T_rectangle_4t_10.started,P20T_rectangle_4t_10.started,P1T_1t_13.started,P2T_1t_13.started,P3T_1t_13.started,P4T_1t_13.started,P5T_1t_13.started,P6T_1t_13.started,P7t_1t_13.started,P8t_1t_13.started,P9t_1t_13.started,P10t_1t_10.started,P11_1t_10.started,P12_1t_9.started,P13_1t_9.started,P14_1t_9.started,P15_1t_9.started,P16_1t_9.started,P17_1t_9.started,P18_1t_9.started,P19_1t_9.started,P20_1t_9.started,finish_14.started,P12T_rectangle,accuracy_t4_o8,P19T_rectangle,P18T_rectangle,P20T_rectangle,accuracy_t4_o10,text_4.started,key_resp_13.started,key_resp_13.keys,key_resp_13.rt,totaltime_exp,Enter_Participant_ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.179625958029646,11.179625958029646,space,0.6579492909950204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9999,2024-01-09_10h25.41.851,mn_generaltaskv3_010924,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.870443375024479,11.870443375024479,space,0.40338187396992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9999,2024-01-09_10h25.41.851,mn_generaltaskv3_010924,2022.2.5,None,
1,sample1,colored PNG/PICTURE_203.png,None,None,None,None,colored PNG/PICTURE_203.png,colored PNG/PICTURE_508.png,None,None,None,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.309713041991927,12.309713041991927,space,0.5437809989671223,12.879331875010394,12.879331875010394,15.871069499989972,None,5.191281083039939,0.022416249965317547,16.38783687504474,16.38783687504474,16.38783687504474,16.38783687504474,16.38783687504474,1,6.983557333005592,1.7922762499656528,1,1,"[0.13238289205702647, 0.6038696537678208]","[0.017311608961303463, -0.33095723014256617]","[1, 1]","[0, 0]","[0, 0]","[0.7144682090147398, 1.7749600840033963]",['P1T_rectangle'],18.20579308300512,18.20579308300512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9999,2024-01-09_10h25.41.851,mn_generaltaskv3_010924,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9999,2024-01-09_10h25.41.851,mn_generaltaskv3_010924,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.165450083033647,20.165450083033647,space,0.8218959159567021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9999,2024-01-09_10h25.41.851,mn_generaltaskv3_010924,2022.2.5,None,
1,item01,colored PNG/PICTURE_78.png,,,,None,colored PNG/PICTURE_353.png,colored PNG/PICTURE_78.png,None,None,None,1,0,0,1,0,0,0,2,test_p3,2.3,p3,None,None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.009214374993462,21.009214374993462,space,0.7315282909548841,,,,,14.089646583015565,,,,,,,,15.923394417040981,1.8337478340254165,,1,,,,,,,,,,,,,,,21.76791425002739,21.76791425002739,24.766187167027965,None,0.018516833952162415,25.279573250038084,25.279573250038084,25.279573250038084,25.279573250038084,25.279573250038084,25.279573250038084,25.279573250038084,25.279573250038084,25.279573250038084,25.279573250038084,25.279573250038084,25.279573250038084,1,1,0.5987780040733197,-0.3360488798370672,1,0,0,finish_2,0.01103424996836111,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,0.5987780040733197,-0.3360488798370672,1,0,0,0.008478540985379368,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,27.108853375015315,0.5987780040733197,-0.3360488798370672,1,0,0,0.5987780040733197,-0.3360488798370672,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9999,2024-01-09_10h25.41.851,mn_generaltaskv3_010924,2022.2.5,None,
2,item02,colored PNG/PICTURE_423.png,,,,None,colored PNG/PICTURE_423.png,colored PNG/PICTURE_695.png,None,None,None,1,0,1,0,0,0,0,2,test_p2,2.3,p2,None,None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.108853375015315,27.108853375015315,space,0.33890820801025257,,,,,19.781112917000428,,,,,,,,21.259387875034008,1.4782749580335803,,1,,,,,,,,,,,,,,,27.46468316699611,27.46468316699611,30.46442900004331,None,0.013377542025409639,30.970266874996014,30.970266874996014,30.970266874996014,30.970266874996014,30.970266874996014,30.970266874996014,30.970266874996014,30.970266874996014,30.970266874996014,30.970266874996014,30.970266874996014,30.970266874996014,,1,0.615071283095723,-0.35845213849287166,1,0,0,finish_2,0.010546915989834815,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,0.615071283095723,-0.35845213849287166,1,0,0,0.008082874992396683,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,32.44389445800334,0.615071283095723,-0.35845213849287166,1,0,0,0.615071283095723,-0.35845213849287166,1,0,0,30.970266874996014,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9999,2024-01-09_10h25.41.851,mn_generaltaskv3_010924,2022.2.5,None,
3,item03,colored PNG/PICTURE_264.png,,,,None,colored PNG/PICTURE_285.png,colored PNG/PICTURE_264.png,None,None,None,1,0,0,1,0,0,0,2,test_p3,2.3,p3,None,None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44389445800334,32.44389445800334,space,0.30267441598698497,,,,,25.120823417033534,,,,,,,,27.625539208005648,2.5047157909721136,,1,,,,,,,,,,,,,,,32.765902125043795,32.765902125043795,35.75318470800994,None,0.049750167003367096,36.30850445799297,36.30850445799297,36.30850445799297,36.30850445799297,36.30850445799297,36.30850445799297,36.30850445799297,36.30850445799297,36.30850445799297,36.30850445799297,36.30850445799297,36.30850445799297,1,1,0.6079429735234216,-0.3391038696537678,1,0,0,finish_2,0.00991437496850267,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,0.6079429735234216,-0.3391038696537678,1,0,0,0.0074798749992623925,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,38.809027625015005,0.6079429735234216,-0.3391038696537678,1,0,0,0.6079429735234216,-0.3391038696537678,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9999,2024-01-09_10h25.41.851,mn_generaltaskv3_010924,2022.2.5,None,
4,item04,colored PNG/PICTURE_423.png,,,,colored PNG/PICTURE_78.png,None,None,colored PNG/PICTURE_423.png,colored PNG/PICTURE_353.png,None,1,0,0,0,1,0,0,3,test_p4,"1,4,5",p4,None,None,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.809027625015005,38.809027625015005,space,0.46577299997443333,,,,,31.61349950003205,,,,,,,,33.11665412504226,1.503154625010211,,1,,,,,,,,,,,,,,,39.295396083034575,39.295396083034575,42.286972041998524,None,,,,,,,,,,,,,,,,0.03665987780040733,0.04480651731160896,0,0,0,,0.013850332994479686,42.82373933302006,42.82373933302006,42.82373933302006,42.82373933302006,42.82373933302006,42.82373933302006,42.82373933302006,42.82373933302006,42.82373933302006,42.82373933302006,42.82373933302006,42.82373933302006,42.82373933302006,0.6069246435845214,-0.3533604887983707,1,0,0,0.01349450001725927,44.30453533300897,44.30453533300897,44.30453533300897,44.30453533300897,44.30453533300897,44.30453533300897,44.30453533300897,44.30453533300897,44.30453533300897,44.30453533300897,44.30453533300897,44.30453533300897,44.30453533300897,44.30453533300897,0.6069246435845214,-0.35234215885947046,1,0,0,0.6069246435845214,-0.35234215885947046,1,0,0,42.82373933302006,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T9999,2024-01-09_10h25.41.851,mn_generaltaskv3_010924,2022.2.5,None,
